PeakID (cmd=annotatePeaks.pl ./top_concordant_peaks_full-set.narrowPeak hg19 -noann)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr11-111428619-2	chr11	111428545	111428694	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	17174	NM_178834	143903		NM_178834	ENSG00000204381	LAYN	-	layilin	protein-coding
Merged-chr13-65298086-2	chr13	65298022	65298151	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-647942	NR_145420	144766		NR_145420	ENSG00000227674	LINC00355	-	long intergenic non-protein coding RNA 355	ncRNA
Merged-chrX-81970886-2	chrX	81970831	81970941	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-792412	NM_000307	5456		NM_000307	ENSG00000196767	POU3F4	BRAIN-4|BRN-4|BRN4|DFN3|DFNX2|OCT-9|OTF-9|OTF9	POU class 3 homeobox 4	protein-coding
Merged-chr1-149294755-2	chr1	149294686	149294825	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	6520	NR_145442	644634		NM_001348147		LOC644634	-	uncharacterized LOC644634	ncRNA
Merged-chr4-165125761-2	chr4	165125708	165125814	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-6898	NM_012403	23520		NM_012403		ANP32CP	ANP32C|PP32R1	acidic nuclear phosphoprotein 32 family member C, pseudogene	pseudo
Merged-chr5-148345392-2	chr5	148345304	148345480	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	96580	NR_030310	693169		NR_030310	ENSG00000207714	MIR584	MIRN584|hsa-mir-584	microRNA 584	ncRNA
Merged-chr2-205204986-2	chr2	205204900	205205072	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-205212	NM_057177	117583		NM_057177	ENSG00000116117	PARD3B	ALS2CR19|PAR3B|PAR3L|PAR3beta	par-3 family cell polarity regulator beta	protein-coding
Merged-chr3-52484109-2	chr3	52484045	52484173	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	3948	NM_003280	7134		NM_003280	ENSG00000114854	TNNC1	CMD1Z|CMH13|TN-C|TNC|TNNC	troponin C1, slow skeletal and cardiac type	protein-coding
Merged-chr18-35605610-2	chr18	35605510	35605710	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	368512	NR_036202	100422857		NR_036202	ENSG00000266530	MIR4318	-	microRNA 4318	ncRNA
Merged-chr5-72666681-2	chr5	72666616	72666747	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	32948	NR_146627	105379033		NR_146627		LINC02230	-	long intergenic non-protein coding RNA 2230	ncRNA
Merged-chr1-85763953-2	chr1	85763856	85764051	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-21638	NM_001320715	8915		NM_003921	ENSG00000142867	BCL10	CARMEN|CIPER|CLAP|IMD37|c-E10|mE10	BCL10 immune signaling adaptor	protein-coding
Merged-chr11-27956021-2	chr11	27955955	27956088	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-122341	NR_030341	693195		NR_030341	ENSG00000207874	MIR610	MIRN610|hsa-mir-610	microRNA 610	ncRNA
Merged-chr1-198641457-2	chr1	198641380	198641534	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	33287	NR_052021	5788		NM_002838	ENSG00000081237	PTPRC	B220|CD45|CD45R|GP180|IMD105|L-CA|LCA|LY5|T200	protein tyrosine phosphatase receptor type C	protein-coding
Merged-chr1-150164527-2	chr1	150164469	150164585	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	31601	NR_135098	105371433		NR_135098		LINC02988	-	long intergenic non-protein coding RNA 2988	ncRNA
Merged-chr13-47790142-2	chr13	47790066	47790218	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-317925	NM_001378924	3356		NM_000621	ENSG00000102468	HTR2A	5-HT2A|HTR2	5-hydroxytryptamine receptor 2A	protein-coding
Merged-chr5-173193629-2	chr5	173193555	173193704	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-20417	NR_108027	101928136		NR_108027	ENSG00000253686	LINC01484	-	long intergenic non-protein coding RNA 1484	ncRNA
Merged-chr17-8090111-2	chr17	8090026	8090196	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-152	NR_039746	100616406		NR_039746	ENSG00000283160	MIR4521	mir-4521	microRNA 4521	ncRNA
Merged-chr3-18336872-2	chr3	18336808	18336936	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	129959	NM_002971	6304		NM_002971	ENSG00000182568	SATB1	DEFDA|DHDBV|KTZSL	SATB homeobox 1	protein-coding
Merged-chr5-52766258-2	chr5	52766183	52766334	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-10201	NM_006350	10468		NM_006350	ENSG00000134363	FST	FS	follistatin	protein-coding
Merged-chr1-172887289-2	chr1	172887210	172887368	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	132792	NM_005092	8995		NM_005092	ENSG00000120337	TNFSF18	AITRL|GITRL|TL6|TNLG2A|hGITRL	TNF superfamily member 18	protein-coding
Merged-chr1-17455141-2	chr1	17455054	17455228	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-9195	NM_007365	11240		NM_007365	ENSG00000117115	PADI2	PAD-H19|PAD2|PDI2	peptidyl arginine deiminase 2	protein-coding
Merged-chr6-30727518-2	chr6	30727465	30727571	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-7084	NR_138037	105375013		NR_138037	ENSG00000228022	HCG20	NCRNA00149	HLA complex group 20	ncRNA
Merged-chr9-112580303-2	chr9	112580238	112580368	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	37825	NM_007203	445815		NM_007203	ENSG00000157654	PALM2AKAP2	AKAP-2|AKAP-KL|AKAP2|AKAPKL|MISP2|PALM2|PALM2-AKAP2|PRKA2	PALM2 and AKAP2 fusion	protein-coding
Merged-chr9-109561671-2	chr9	109561611	109561731	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-63776	NM_001347997	58499		NM_021224	ENSG00000148143	ZNF462	WSKA|ZFPIP|Zfp462	zinc finger protein 462	protein-coding
Merged-chr9-32705468-2	chr9	32705416	32705521	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-69801	NM_153809	138474		NM_153809	ENSG00000122728	TAF1L	TAF(II)210|TAF2A2	TATA-box binding protein associated factor 1 like	protein-coding
Merged-chr3-13579523-2	chr3	13579442	13579604	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-11102	NM_001998	2199		NM_001998	ENSG00000163520	FBLN2	-	fibulin 2	protein-coding
Merged-chr8-128307204-2	chr8	128307125	128307284	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	50322	NR_117099	103021164		NR_117099		CASC21	CARLO2|CARLo-2|LINC01244	cancer susceptibility 21	ncRNA
Merged-chr3-123469780-2	chr3	123469719	123469841	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	61289	NR_046629	100873940		NR_046629	ENSG00000250174	MYLK-AS2	-	MYLK antisense RNA 2	ncRNA
Merged-chr5-38854342-2	chr5	38854270	38854414	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	8228	NM_001323505	9180		NM_003999	ENSG00000145623	OSMR	IL-31R-beta|IL-31RB|OSMRB|OSMRbeta|PLCA1	oncostatin M receptor	protein-coding
Merged-chr6-26296303-2	chr6	26296243	26296363	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-10541	NM_003543	8365		NM_003543	ENSG00000158406	H4C8	H4-16|H4/h|H4C1|H4C11|H4C12|H4C13|H4C14|H4C15|H4C16|H4C2|H4C3|H4C4|H4C5|H4C6|H4C9|H4FH|HIST1H4H	H4 clustered histone 8	protein-coding
Merged-chr4-182880493-2	chr4	182880441	182880546	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-129367	NR_147188	105377573		NR_147188	ENSG00000251336	TENM3-AS2	TEMN3-AS1	TENM3 antisense transcript 2	ncRNA
Merged-chr6-11653510-2	chr6	11653440	11653580	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	115528	NM_001100829	100113407		NM_001100829	ENSG00000205269	TMEM170B	-	transmembrane protein 170B	protein-coding
Merged-chr9-100476907-2	chr9	100476851	100476963	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-17216	NR_149091	7507		NM_000380	ENSG00000136936	XPA	XP1|XPAC	XPA, DNA damage recognition and repair factor	protein-coding
Merged-chr1-207261735-2	chr1	207261651	207261820	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-470	NM_001017366	725		NM_000716	ENSG00000123843	C4BPB	C4BP	complement component 4 binding protein beta	protein-coding
Merged-chr2-227291237-2	chr2	227291174	227291300	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	232272	NR_049887	100847053		NR_049887	ENSG00000263363	MIR5702	-	microRNA 5702	ncRNA
Merged-chr13-95908501-2	chr13	95908425	95908578	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	45204	NM_005845	10257		NM_005845	ENSG00000125257	ABCC4	MOAT-B|MOATB|MRP4	ATP binding cassette subfamily C member 4 (PEL blood group)	protein-coding
Merged-chrX-18693208-2	chrX	18693149	18693268	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	21	NM_001378382	5475		NM_006240	ENSG00000086717	PPEF1	PP7|PPEF|PPP7C|PPP7CA	protein phosphatase with EF-hand domain 1	protein-coding
Merged-chr11-7716057-2	chr11	7715970	7716144	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	11967	NM_198185	341277		NM_198185	ENSG00000183378	OVCH2	OVTN	ovochymase 2	protein-coding
Merged-chr17-64463255-2	chr17	64463182	64463329	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-50283	NR_110822	101928001		NR_110822		PRKCA-AS1	-	PRKCA antisense RNA 1	ncRNA
Merged-chr1-204140983-2	chr1	204140921	204141045	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-5518	NM_000537	5972		NM_000537	ENSG00000143839	REN	ADTKD4|HNFJ2|RTD	renin	protein-coding
Merged-chr8-17663585-2	chr8	17663521	17663649	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-4497	NM_001363061	57509		NM_020749	ENSG00000129422	MTUS1	ATBP|ATIP|ATIP3|ICIS|MP44|MTSG1	microtubule associated scaffold protein 1	protein-coding
Merged-chr8-25119158-2	chr8	25119097	25119219	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	76954	NM_001322810	80005		NM_024940	ENSG00000147459	DOCK5	-	dedicator of cytokinesis 5	protein-coding
Merged-chr21-40393251-2	chr21	40393179	40393324	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-43551	NR_109962	101928435		NR_109962	ENSG00000232837	LINC01700	-	long intergenic non-protein coding RNA 1700	ncRNA
Merged-chr1-43938492-2	chr1	43938416	43938568	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-18832	NM_001243526	81888		NM_031207	ENSG00000178922	HYI	HT036	hydroxypyruvate isomerase (putative)	protein-coding
Merged-chr1-247905700-2	chr1	247905646	247905754	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	3783	NM_001004732	343170		NM_001004732	ENSG00000153230	OR14K1	OR1-39|OR1.5.9|OR5AY1	olfactory receptor family 14 subfamily K member 1	protein-coding
Merged-chr10-34988080-2	chr10	34988023	34988138	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	116144	NM_001184794	56288		NM_019619	ENSG00000148498	PARD3	ASIP|Baz|PAR3|PAR3alpha|PARD-3|PARD3A|PPP1R118|SE2-5L16|SE2-5LT1|SE2-5T2	par-3 family cell polarity regulator	protein-coding
Merged-chr6-27763737-2	chr6	27763680	27763794	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	11970	NM_003519	8340		NM_003519	ENSG00000185130	H2BC13	H2B/c|H2BFC|HIST1H2BL|dJ97D16.4	H2B clustered histone 13	protein-coding
Merged-chr8-123972273-2	chr8	123972215	123972332	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	65739	NM_001363963	79139		NM_024295	ENSG00000136986	DERL1	DER-1|DER1|derlin-1	derlin 1	protein-coding
Merged-chr4-157701180-2	chr4	157701114	157701246	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	191771	NR_036641	56034		NM_016205	ENSG00000145431	PDGFC	FALLOTEIN|SCDGF	platelet derived growth factor C	protein-coding
Merged-chr11-28781087-2	chr11	28780991	28781183	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-281992	NR_107035	102466876		NR_107035	ENSG00000273912	MIR8068	hsa-mir-8068	microRNA 8068	ncRNA
Merged-chr8-118823706-2	chr8	118823633	118823779	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	109446	NR_145799	109623457		NR_145799		SNORD168	-	small nucleolar RNA, C/D box 168	snoRNA
Merged-chr18-59550031-2	chr18	59549961	59550101	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	10209	NM_173557	220441		NM_173557	ENSG00000176641	RNF152	-	ring finger protein 152	protein-coding
Merged-chr1-210612640-2	chr1	210612575	210612706	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	109930	NM_001170580	55733		NM_018194	ENSG00000054392	HHAT	MART2|NNMS|SKI1|Skn	hedgehog acyltransferase	protein-coding
Merged-chr11-17193119-2	chr11	17193038	17193201	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	36414	NM_002645	5286		NM_002645	ENSG00000011405	PIK3C2A	CPK|OCSKD|PI3-K-C2(ALPHA)|PI3-K-C2A|PI3K-C2-alpha|PI3K-C2alpha	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	protein-coding
Merged-chr2-235905320-2	chr2	235905266	235905374	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	15302	NM_001371305	23677		NM_014521	ENSG00000130147	SH3BP4	BOG25|TTP	SH3 domain binding protein 4	protein-coding
Merged-chr14-50320670-2	chr14	50320616	50320724	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-38	NR_145670	378707		NR_145670	ENSG00000278771	RN7SL3	7L30.2|RN7SL631P|RNSRP3	RNA component of signal recognition particle 7SL3	scRNA
Merged-chr15-48104834-2	chr15	48104755	48104913	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	33599	NR_120336	101928442		NR_120336		LINC01491	-	long intergenic non-protein coding RNA 1491	ncRNA
Merged-chr6-26556708-2	chr6	26556650	26556766	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-12844	NR_134611	105374988		NR_134611	ENSG00000284607	LOC105374988	-	uncharacterized LOC105374988	ncRNA
Merged-chr5-93554247-2	chr5	93554178	93554316	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-106843	NM_001163418	83989		NM_032042	ENSG00000113391	ARB2A	C5orf21|FAM172A|Toupee	ARB2 cotranscriptional regulator A	protein-coding
Merged-chr20-25388264-2	chr20	25388179	25388349	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-45	NM_021067	9837		NM_021067	ENSG00000101003	GINS1	IMD55|PSF1	GINS complex subunit 1	protein-coding
Merged-chr3-24360385-2	chr3	24360329	24360442	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	167570	NR_121667	101927854		NR_121667		THRB-AS2	-	THRB antisense RNA 2	ncRNA
Merged-chr12-88081301-2	chr12	88081248	88081354	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-81288	NR_149056	110806294		NR_149056		LINC02258	-	long intergenic non-protein coding RNA 2258	ncRNA
